,filename,location,long,lat,Issue,Duration,TimeStamp
3657,delhi_report_1766.txt,"4B/38, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060, India ",77.18236379999998,28.6372353,"no way for pedestrians to use the footpath, parked exactly below, no parking signboard",Not found,"Aug 29, 2018, 06.22 AM IST"
3658,delhi_report_1768.txt,"Garhwal Colony Rd, Garhwal Colony, Lakhi Nath Kuti, Mehrauli, New Delhi, Delhi 110016, India ",77.17358,28.5240366,flooded with water,8-9 hours,"Aug 29, 2018, 06.19 AM IST"
3659,delhi_report_1770.txt,"Brijpuri,1,Delhi ",77.272386,28.704871,comfortable natural soil,Not found,"Aug 29, 2018, 06.18 AM IST"
3660,delhi_report_1772.txt,"Numberdar Pawan Road, Deenpur, Shyam Kunj, Najafgarh, Delhi, 110043, India ",77.00280339999998,28.5930119,flooded with water,Not found,"Aug 29, 2018, 06.18 AM IST"
3661,delhi_report_1773.txt,"112, Azad Hind Fauj Marg, Block A, Sewak Park, Dwarka, Delhi, 110059, India ",77.0317338,28.6184876,submerged in sewage,Not found,"Aug 29, 2018, 06.17 AM IST"
3662,delhi_report_1774.txt,"Dilshad Garden,Main Road, Dilshad Colony,Delhi ",77.3245453,28.688744300000003,Complete violation,Not found,"Aug 29, 2018, 06.15 AM IST"
3663,delhi_report_1775.txt,"Red light T point at Dwarka Sector 7 and Sector 9 intersection ,Dwarka Sector 9 Road,New Delhi ",77.0652246,28.574462100000005,"manhole has been lying unattended, deep drain lying adjacent to the manhole",3-4 months,"Aug 29, 2018, 06.12 AM IST"
3664,delhi_report_1777.txt,"new layal pur colony,near park,delhi ",77.2853938,28.65285769999999,falling on the road,Not found,"Aug 29, 2018, 06.11 AM IST"
3665,delhi_report_1779.txt,"mayur vihar phase 1 ,kotla Street 1 ,new Delhi ",77.3020672,28.6129977,condition of the capital,Not found,"Aug 29, 2018, 06.07 AM IST"
3666,delhi_report_1782.txt,"rohini east metro station,sector 8 rohini,delhi 110085 ",77.1258745,28.7076699,drainage system,Not found,"Aug 29, 2018, 06.05 AM IST"
3667,delhi_report_1783.txt,"Mahavir Enclave.Part-I,BENGALI COLONY,KALIBARI,,NEW DELHI-110066 ",77.0793965,28.5951659,dengue mosquito breeding,Not found,"Aug 29, 2018, 06.01 AM IST"
3668,delhi_report_1785.txt,"near rk ashram metro station,punchkuia road,new delhi ",77.208516,28.6392553,presence of community dustbins,Not found,"Aug 25, 2018, 06.13 AM IST"
3669,delhi_report_1790.txt,"4B/38, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060, India ",77.18236379999998,28.6372353,lack of planning,Not found,"Aug 25, 2018, 06.02 AM IST"
3670,delhi_report_1792.txt,"nehru place,nehru place,New Delhi ",77.25018929999997,28.5503314,stray dogs,Not found,"Aug 25, 2018, 06.01 AM IST"
3671,delhi_report_1793.txt,"3A/40, W.E.A, Vikram Chandra Chatterjee Marg, Karol Bagh West Extension Area, Block 3A, Sat Nagar, Karol Bagh, New Delhi, Delhi 110005, India ",77.18273470000003,28.6465507,"polybags full of trash, Carcasses of animals are thrown on the roadside",Not found,"Aug 24, 2018, 06.20 AM IST"
3672,delhi_report_1795.txt,"sector 12 A Market Dwarka. ,Dwarka ,Not. Delhi ",77.0491053,28.5961903,"bike riders and autos, wrong-side riders on Khajuri",Not found,"Aug 24, 2018, 06.14 AM IST"
3673,delhi_report_1797.txt,"sonia vihar,1st Pushta,Delhi ",77.24769719999998,28.7184599,"dug up, cover the mess, million-dollar question",Not found,"Aug 24, 2018, 06.04 AM IST"
3674,delhi_report_1799.txt,"Ber Sarai DDA Market,Ber Sarai,New Delhi ",77.1815314,28.54878,blocked and after rains the streets get waterlogged,Not found,"Aug 23, 2018, 06.24 AM IST"
3675,delhi_report_1802.txt,"Peeragarhi Chowk,Rohtak road,New Delhi ",77.09606070000002,28.6795709,"open drains, broken covers, mosquito breeding on this passage",Not found,"Aug 23, 2018, 06.20 AM IST"
3676,delhi_report_1803.txt,"LIG FLATS BUS STOP Hari Nagar,Near Jail Road Main Red Light,New Delhi ",77.1059417,28.6255277,"sewage drains, blocked for the, sewage is getting accumulated, breeding ground for mosquitoes",past two weeks,"Aug 23, 2018, 06.18 AM IST"
3677,delhi_report_1804.txt,"banarsi das estate,13,delhi ",77.2204735,28.6972505,"drains are open, not cleaned",past many years,"Aug 23, 2018, 06.18 AM IST"
3678,delhi_report_1805.txt,"Hari Nagar,DB Block,Delhi ",77.10716550000002,28.6217632,thrown garbage in the open,couple of months,"Aug 23, 2018, 06.18 AM IST"
3679,delhi_report_1806.txt,"C65, Block C, South Extension II, New Delhi, Delhi 110049, India ",77.219224,28.5663085,"encroached on the complete pedestrian way, Residents of area have reported the, matter to",Not found,"Aug 23, 2018, 06.18 AM IST"
3680,delhi_report_1807.txt,"Archana Arcade, Ekasur Vithi Rd, Block B, Greater Kailash I, Greater Kailash, New Delhi, Delhi 110048, India ",77.23113000000002,28.5538295,manhole is lying open,Not found,"Aug 23, 2018, 06.18 AM IST"
3681,delhi_report_1808.txt,"121, Pocket-9, ,Sector-25, Rohini,New Delhi ",77.089254,28.736874,"narrow street is being used by people, dump garbage and with time, trash has reached",Not found,"Aug 23, 2018, 06.18 AM IST"
3682,delhi_report_1809.txt,"janakpuri d block,pundit vishnu dutt marg,new delhi 110058 ",77.1073743,28.609825300000004,"plot adjacent, garbage dump, breeding ground for mosquitoes",Not found,"Aug 23, 2018, 06.17 AM IST"
3683,delhi_report_1812.txt,"110096,Kalkaji,New Delhi ",77.25915789999998,28.5399515,"Garbage being dumped on the main road, lot of inconvenience to residents",Not found,"Aug 23, 2018, 06.15 AM IST"
3684,delhi_report_1813.txt,"Bakoli village ,Phirni road near MCD school,Delhi ",77.13550490000002,28.8029999,"pathetic state, roads get filled with litter, health hazard",Not found,"Aug 23, 2018, 06.15 AM IST"
3685,delhi_report_1815.txt,"285, QU Block, Uttari Pitampura, Pitampura, Delhi, 110034, India ",77.1393066,28.7123572,"place is filthy, passer-by faces such a problem",Not found,"Aug 23, 2018, 06.14 AM IST"
3686,delhi_report_1816.txt,"MG road , Ghitorni,main road opposite pillar no 123,new delhi ",77.1410475,28.4906989,big pothole on,Not found,"Aug 23, 2018, 06.14 AM IST"
3687,delhi_report_1817.txt,"Kailash colony,metro station road,new Delhi ",77.2419541,28.5553874,line violation at traffic signals with vehicles stopping,Not found,"Aug 23, 2018, 06.14 AM IST"
3688,delhi_report_1818.txt,"Defence apartment,,rohtak road, near Inder Enclave,new delhi 110087 ",77.082528,28.680107300000003,"poor drainage system, waterlogged",Not found,"Aug 23, 2018, 06.09 AM IST"
3689,delhi_report_1820.txt,"R K Ashram Marg Metro station ,Panchkuiyan Marg ,New Delhi ",77.208516,28.6392553,"debris and garbage are thrown, traffic jams",Not found,"Aug 23, 2018, 06.05 AM IST"
3690,delhi_report_1821.txt,"Safadrjung development area,C-4,New Delhi-110016 ",77.19847779999998,28.5487916,blocking the side road,Not found,"Aug 23, 2018, 06.04 AM IST"
3691,delhi_report_1822.txt,"Dal Mill Rd, Block A 3, Uttam Nagar, Delhi, 110066, India ",77.05660619999998,28.623863,vehicles parked on the footpath,Not found,"Aug 23, 2018, 06.04 AM IST"
3692,delhi_report_1824.txt,"vasant vihar,poorvi marg,new Delhi ",77.1611317,28.5603647,"breeding grounds for mosquitos, prone to someone falling",six months ago,"Aug 23, 2018, 06.02 AM IST"
3693,delhi_report_1825.txt,"New Friends Colony Community Center,New Friends Colony Police Station,New Delhi ",77.20452929999998,28.5307879,footpath is damaged,Not found,"Aug 23, 2018, 06.01 AM IST"
3694,delhi_report_1826.txt,"RZ-1C, First Floor, Street No.3, Syndicate Enclave, Dabri Flyover, Pankha Road, New Delhi, Delhi 110045, India ",77.0894275,28.6103765,waterlogged due to an overflowing,two months,"Aug 23, 2018, 06.01 AM IST"
3695,delhi_report_1827.txt,"Adarah Nagar Railway Station,IN FRON OF MAIN GATE,Delhi ",77.1667573,28.714337100000005,"unused autorickshaws parked in the streets of, garbage accumulated, spreading diseases",Not found,"Aug 23, 2018, 06.00 AM IST"
3696,delhi_report_1828.txt,"ITO Crossing,Bahadur Shah Zafar Marg,Delhi ",77.24132009999998,28.6293713,"garbage dump, drain are choked and filled with garbage",Not found,"Aug 23, 2018, 06.00 AM IST"
3697,delhi_report_1829.txt,"DDA District Park,Sarita Vihar,New Delhi 110076 ",77.2919809,28.529636600000003,illegally occupied,Not found,"Aug 22, 2018, 06.14 AM IST"
3698,delhi_report_1830.txt,"J2/5A, Block J, Rajouri Garden, New Delhi, Delhi 110027, India ",77.11996599999998,28.647463,"No space to walk on the road, mosquitoes breeding in the area",Not found,"Aug 22, 2018, 06.08 AM IST"
3699,delhi_report_1831.txt,"E-84, Block E, Kirti Nagar, New Delhi, Delhi 110015, India ",77.1447297,28.6518422,surrounded by garbage and cows dung,Not found,"Aug 22, 2018, 06.08 AM IST"
3700,delhi_report_1833.txt,"dilshad garden ,swami dayanand hospital,new Delhi ",77.3031364,28.6784236,Illegal construction is on in full,Not found,"Aug 22, 2018, 06.05 AM IST"
3701,delhi_report_1834.txt,"B4, Kadambari Road, Pocket 4, Sector 14, Rohini, Delhi, 110085, India ",77.131001,28.715025,sewage overflowing,Not found,"Aug 22, 2018, 06.00 AM IST"
3702,delhi_report_1835.txt,"HNo 572/2, Nehru Enclave,Alipur,Delhi ",77.257693,28.5462154,broken road filled with water is right,Not found,"Aug 21, 2018, 06.06 AM IST"
3703,delhi_report_1836.txt,"Pocket B8, Sector-4,Rohini ,New Delhi ",77.103574,28.709189,inconvenience to citizens,Not found,"Aug 21, 2018, 06.06 AM IST"
3704,delhi_report_1837.txt,"sector-24, Rohini, Delhi,major hosiyar dhaiya marg,new delhi ",77.09363859999998,28.7296393,expanse of trash is an uofficial dump,Not found,"Aug 21, 2018, 06.04 AM IST"
3705,delhi_report_1838.txt,"East Patel Nagar,27/27,New Delhi 110008 ",77.17271149999998,28.6468991,"Stagnating water, mosquito breeding",Not found,"Aug 21, 2018, 06.02 AM IST"
3706,delhi_report_1844.txt,"shyama Prasad mukherji market, new rohtak road, jhandewalan,New Delhi 110005 ",77.224414,28.616753000000006,towing a vehicle,Not found,"Aug 18, 2018, 06.18 AM IST"
3707,delhi_report_1845.txt,"Shakti Nagar,27 block,Delhi ",77.19359299999998,28.678949,garbage is lying,two months,"Aug 18, 2018, 06.17 AM IST"
3708,delhi_report_1846.txt,"C Block, Pragati Vihar, New Delhi, Delhi 110003, India ",77.23230319999998,28.5872132,"an obstruction, people walking to and",Not found,"Aug 18, 2018, 06.16 AM IST"
3709,delhi_report_1847.txt,"Nangal Raya Shopping Complex,Nangal Raya,New Delhi ",77.1091146,28.6111489,"Piles of trash, water have accumulated",Not found,"Aug 18, 2018, 06.12 AM IST"
3710,delhi_report_1849.txt,"62, second floor,raja garden,new delhi ",77.11451319999998,28.645166,condition of the footpath,Not found,"Aug 18, 2018, 06.01 AM IST"
3711,delhi_report_1851.txt,"dabri ,dabri palam road ,new delhi ",77.08267409999998,28.6089003,"trash has accumulated, foul smell",Not found,"Aug 17, 2018, 06.18 AM IST"
3712,delhi_report_1852.txt,"civil lines,raj niwas marg,delhi ",77.22145390000001,28.6728774,pavements are encroached on and there's,Not found,"Aug 17, 2018, 06.17 AM IST"
3713,delhi_report_1854.txt,"F1/92, 93, Block F, Sector 16F, Rohini, Delhi, 110089, India ",77.1220412,28.7350131,Garbage and trash in drains,Not found,"Aug 17, 2018, 06.11 AM IST"
3714,delhi_report_1856.txt,"Sant Nagar, East of kailash,Near Bikaner Sweet,new delhi ",77.2509403,28.555838,"Road is being encroached on, , turning the road",Not found,"Aug 17, 2018, 06.07 AM IST"
3715,delhi_report_1858.txt,"Chittaranjan Park,E Block,New Delhi ",77.2559612,28.536331800000006,potholes on the road,Not found,"Aug 16, 2018, 06.10 AM IST"
3716,delhi_report_1860.txt,"Vasant Kunj ,Nelson Mandela,New Delhi ",77.1538813,28.5365365,place for garbage thrown by food vendors,Not found,"Aug 16, 2018, 06.09 AM IST"
3717,delhi_report_1862.txt,"D-44, Block D, Naraina Vihar, Naraina, New Delhi, Delhi 110028, India ",77.1393301,28.627132300000003,five days after celebrations,Not found,"Aug 16, 2018, 06.07 AM IST"
3718,delhi_report_1863.txt,"Swami Dayanand Marg, Patparganj Industrial Area, Patparganj, Delhi, 110092, India ",77.3083194,28.6360894,security cabin has been abandoned,Not found,"Aug 16, 2018, 06.06 AM IST"
3719,delhi_report_1864.txt,"45, Swami Dayanand Marg, Hasanpur, Patparganj Industrial Area, Patparganj, Delhi, 110092, India ",77.3099227,28.6357975,"Rajpath was recently relaid, road hasn't been levelled yet",Not found,"Aug 16, 2018, 06.06 AM IST"
3720,delhi_report_1865.txt,"Main Patel Rd, Block 1, Block B, Najafgarh Road Industrial Area, New Delhi, Delhi 110015, India ",77.1425955,28.661479,manhole cover,Not found,"Aug 16, 2018, 06.05 AM IST"
3721,delhi_report_1866.txt,"WZ-0/86, Outer Ring Rd, New Mahavir Nagar, Tilak Nagar, Delhi, 110018, India ",77.08278890000003,28.6411929,leaving behind piles of garbage left unattended and not cleaned,Not found,"Aug 16, 2018, 06.02 AM IST"
3722,delhi_report_1868.txt,"AG-28, Mahatma Gandhi Marg, Block AG, Poorbi Shalimar Bag, Shalimar Bagh, Delhi, 110088, India ",77.16350600000001,28.701972,can still see tall growth in others,Not found,"Aug 15, 2018, 06.17 AM IST"
3723,delhi_report_1869.txt,"DWARKA SECTOR 2 RED-LIGHT CROSDING,NEAR DWARKA SECTOR 2 BUS DEPO,NEW DELHI 110075 ",77.06490099999998,28.59852,"not getting water, water for about",10 days,"Aug 15, 2018, 06.17 AM IST"
3724,delhi_report_1871.txt,"Dwarka sector 7,road no 224,new delhi ",77.0694314,28.5907733,horrible living conditions,Not found,"Aug 15, 2018, 06.10 AM IST"
3725,delhi_report_1872.txt,"Najafgarh,Dhansa stand,New Delhi ",76.9781556,28.6115373,fire hazard for other parked cars,Not found,"Aug 15, 2018, 06.10 AM IST"
3726,delhi_report_1875.txt,"near bus stand of lado sarai MB road,kaitchi(scissor) vali gali,new delhi ",77.245398,28.5121156,"water collecting, mosquito breeding place",Not found,"Aug 15, 2018, 06.06 AM IST"
3727,delhi_report_1876.txt,"Central park ,Kailash hills ,New delhi ",77.2579367,28.5567808,"can't deploy garbage, lack of which the road become a mess",Not found,"Aug 15, 2018, 06.05 AM IST"
3728,delhi_report_1877.txt,"India Gate,India Gate round about,New Delhi ",77.22950970000002,28.612912,"advertisement boards, placed on the road, cannot park their vehicle, space has been blocked",Not found,"Aug 15, 2018, 06.04 AM IST"
3729,delhi_report_1880.txt,"Karkari Mor Red Light,Vikas Marg,New Delhi ",77.2990463,28.6438222,garbage lying,Not found,"Aug 15, 2018, 06.00 AM IST"
3730,delhi_report_1881.txt,"Najafgarh Rd, Block E, Param Puri, Nawada, Delhi, 110066, India ",77.05527509999997,28.6217209,"dug up, road sees thousands of vehicles, track with risk",past many days,"Aug 15, 2018, 06.00 AM IST"
3731,delhi_report_1882.txt,"Najafgarh Rd, Block E, Param Puri, Nawada, Delhi, 110066, India ",77.05527509999997,28.6217209,"sewage and rain water, breeding ground for mosquitoes, health hazard",Not found,"Aug 12, 2018, 06.02 AM IST"
3732,delhi_report_1883.txt,"Najafgarh Rd, Block E, Param Puri, Nawada, Delhi, 110066, India ",77.05527509999997,28.6217209,"unauthorised parking, road getting flooded, threat of diseases",Not found,"Aug 12, 2018, 06.01 AM IST"
3733,delhi_report_1884.txt,"Najafgarh Rd, Block E, Param Puri, Nawada, Delhi, 110066, India ",77.05527509999997,28.6217209,fancy numberplate and tinted glass on its rear,Not found,"Aug 12, 2018, 06.01 AM IST"
3734,delhi_report_1887.txt,"Connaught Place,Outer Circle,New Delhi ",77.2171407,28.634386,Garbage lying on footpath,Not found,"Aug 12, 2018, 06.00 AM IST"
3735,delhi_report_1888.txt,"plot 20,sector 6,New Delhi ",77.24197649999998,28.5172355,hardly space to walk,Not found,"Aug 11, 2018, 06.18 AM IST"
3736,delhi_report_1890.txt,"palam extension sec 7 dwarka,near plot no 1/7 ramphal chowk,new delhi ",77.0716838,28.5892089,managed to block all water,Not found,"Aug 11, 2018, 06.09 AM IST"
3737,delhi_report_1891.txt,"Dwarak Mor,Road Numver 201,Delhi ",77.0333266,28.6192985,deep ditch next to the storm water drain,Not found,"Aug 11, 2018, 06.08 AM IST"
3738,delhi_report_1892.txt,"B M Bharti Model School,Rama Vihar (Md Pur Majri),Delhi-110081 ",77.04300400000002,28.7240453,unhygienic conditions,Not found,"Aug 11, 2018, 06.03 AM IST"
3739,delhi_report_1894.txt,"Himvasha Apartment, I.P.Extension, Patparganj, Delhi, 110092, India ",77.30993269999998,28.6309293,footpath is being used by bikers,Not found,"Aug 10, 2018, 06.15 AM IST"
3740,delhi_report_1895.txt,"sector 12, near metro station. Sai chowk,sai chowk, Dwarka,new Delhi ",77.04072339999998,28.5922799,"dug up, increased accidents",Not found,"Aug 10, 2018, 06.06 AM IST"
3741,delhi_report_1896.txt,"sector 9  Dwarka,opposite to SDMC collection centre,new Delhi ",77.0652246,28.574462100000005,"25-foot road on either side, two-thirds, illegal parking",Not found,"Aug 10, 2018, 06.04 AM IST"
3742,delhi_report_1899.txt,"seelampur main road,main gT road,delhi ",77.2699517,28.671555600000005,"can fall on anyone, two such windows",Not found,"Aug 10, 2018, 06.02 AM IST"
3743,delhi_report_1900.txt,"South Extension part 1,adjacent to Ring road,New Delhi ",77.22028829999998,28.569103100000003,debris lying at the garbage dump,Not found,"Aug 10, 2018, 06.01 AM IST"
3744,delhi_report_1901.txt,"Rohini,Sector-25,Delhi ",77.0957486,28.735214000000006,"blocked and encroached on, walk on the road",Not found,"Aug 10, 2018, 06.00 AM IST"
3745,delhi_report_1902.txt,"Dwarka,Sector-6,New Delhi ",77.06364190000002,28.5928446,foul smell and difficulty for passers-by,Not found,"Aug 9, 2018, 06.22 AM IST"
3746,delhi_report_1903.txt,"12/414, Lalita Park Foot Over Bridge, Lalita Park, Laxmi Nagar, New Delhi, Delhi 110031, India ",77.27265200000002,28.631386100000004,garbage dump,Not found,"Aug 9, 2018, 06.19 AM IST"
3747,delhi_report_1904.txt,"sector 24, sovereign school,pocket 18 rohini,delhi 110085 ",77.0934966,28.7243792,waste a lot of water,Not found,"Aug 9, 2018, 06.18 AM IST"
3748,delhi_report_1906.txt,"G-1/524, Dal Mill Rd, Gurpreet Nagar, Mohan Garden, Uttam Nagar, Delhi, 110059, India ",77.05653819999998,28.6225693,sham and wastage of public money,Not found,"Aug 9, 2018, 06.10 AM IST"
3749,delhi_report_1907.txt,"G-1/524, Dal Mill Rd, Gurpreet Nagar, Mohan Garden, Uttam Nagar, Delhi, 110059, India ",77.05653819999998,28.6225693,Commuters have to sit on the footpath,four years ago,"Aug 9, 2018, 06.09 AM IST"
3750,delhi_report_1909.txt,"B-27 Shaheen Bagh Lane no 7 Jamia Nagar New Delhi-110025,Lane no 7,Delhi ",77.29281590000002,28.5605022,"absence of the imposition, treat public property as garbage, throwing plastic bottles, blocking traffic",Not found,"Aug 9, 2018, 06.07 AM IST"
3751,delhi_report_1910.txt,"253 West End Margaret, Kohinoor Enclave ,West End Marg, SAIDULAJAB ,New Delhi ",77.19775899999998,28.5164506,"vehicles are parked on the pavement, occupying their precious public space",Not found,"Aug 9, 2018, 06.03 AM IST"
3752,delhi_report_1912.txt,"dwarka,sector 12 pocket 1,Delhi 110078 ",77.044213,28.5988504,stray dogs,Not found,"Aug 9, 2018, 06.02 AM IST"
3753,delhi_report_1913.txt,"JU_KU Block Pitam Pura Delhi,Mandir walk gali,Delhi  110034 ",77.1383848,28.705982,Deep drain left open,Not found,"Aug 9, 2018, 06.02 AM IST"
3754,delhi_report_1914.txt,"20B, Shaheed Captain Bhan Marg, Satyam Apartment, Vasundhara Enclave, New Delhi, Uttar Pradesh 110096, India ",77.31849140000001,28.5982933,"sewage can't flow in an open storm drain, sewage flows into the drain, foul smell, extreme water pollution",Not found,"Aug 9, 2018, 06.01 AM IST"
3755,delhi_report_1915.txt,"Kotla Mubarakpur ,Bhishma Pitamaha Marg ,New Delhi ",77.2289071,28.574512800000004,Garbage is getting dumped,Not found,"Aug 8, 2018, 06.17 AM IST"
3756,delhi_report_1916.txt,"Yamuna Bank in East Delhi ,NH 34,New Delhi ",77.267911,28.6232773,building material is causing a lot of health issues,Not found,"Aug 8, 2018, 06.17 AM IST"
3757,delhi_report_1917.txt,"G-1/524, Dal Mill Rd, Gurpreet Nagar, Mohan Garden, Uttam Nagar, Delhi, 110059, India ",77.05653819999998,28.6225693,major connecting street,Not found,"Aug 8, 2018, 06.17 AM IST"
3758,delhi_report_1918.txt,"299,300, Ram Nath Vij Marg, Double Storey, NPL Colony, New Rajinder Nagar, New Delhi, Delhi 110060, India ",77.17483680000002,28.6317972,"condition of the lot, water is dripping",Not found,"Aug 8, 2018, 06.16 AM IST"
3759,delhi_report_1919.txt,"Jyoti Colony ,Street no 2  and 6,Loni Road Shahdara Delhi ",77.29334509999998,28.692012,park has been locked,Not found,"Aug 8, 2018, 06.16 AM IST"
3760,delhi_report_1920.txt,"4, Sector 13 R K Puram, AR Colony, RK Puram, New Delhi, Delhi 110023, India ",77.17894720000002,28.5742283,breeding ground for mosquitoes,Not found,"Aug 8, 2018, 06.16 AM IST"
3761,delhi_report_1922.txt,"Aruna Asaf Ali Marg, Pocket 4, Sector B, Vasant Kunj, New Delhi, Delhi 110067, India ",77.16576479999998,28.521036100000003,excess garbage and sewage on the left side of the road,Not found,"Aug 8, 2018, 06.13 AM IST"
3762,delhi_report_1923.txt,"civil Lines,10 Raj Niwas Marg,Delhi-110054 ",77.22124459999998,28.6727717,profuse water leakage,Not found,"Aug 8, 2018, 06.10 AM IST"
3763,delhi_report_1925.txt,"Okhla Estate,Dr Jha Marg,New Delhi ",77.26674200000002,28.5567989,"dividers of the road, no mention of dry or wet waste",Not found,"Aug 8, 2018, 06.09 AM IST"
3764,delhi_report_1929.txt,"Dr Hedgewar Rd, Integrated Freight Complex, Gharoli Extension, Gharoli, Delhi, 110096, India ",77.3360058,28.6227944,"dumping area for garbage, debris from various construction sites",Not found,"Aug 8, 2018, 06.02 AM IST"
3765,delhi_report_1930.txt,"azadpur metro station,azadpur,delhi ",77.18074279999998,28.7069934,drain is blocked at the community,Not found,"Aug 8, 2018, 06.02 AM IST"
3766,delhi_report_1932.txt,"WZ 518 A/1, Hans Medical Ln, Palam Colony, Raj Nagar I, Raj Nagar, New Delhi, Delhi 110045, India ",77.0897865,28.5835778,big problem of vehicles driving opposite to the flow of traffic,Not found,"Aug 8, 2018, 06.01 AM IST"
3767,delhi_report_1933.txt,"4B/14, Salwan Rd, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060, India ",77.18134079999999,28.6390762,"electricity pole is lying on the footpath, protruding wires",Not found,"Aug 8, 2018, 06.00 AM IST"
3768,delhi_report_1936.txt,"B 140, Pocket A, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020, India ",77.2761079,28.5285886,"health, inconvenience as the road is blocked, mosquitoes breeding",Not found,"Aug 7, 2018, 06.17 AM IST"
3769,delhi_report_1937.txt,"janak puri,A3 block janak puri,new delhi ",77.078623,28.6229387,parked on footpath,Not found,"Aug 7, 2018, 06.15 AM IST"
3770,delhi_report_1938.txt,"632, Najafgarh Rd, Block B1, Janakpuri, New Delhi, Delhi 110018, India ",77.0538033,28.621300800000004,difficult for residents,Not found,"Aug 7, 2018, 06.14 AM IST"
3771,delhi_report_1939.txt,"sector 22,rohini,delhi ",77.0607637,28.71864699999999,"road has been occupied by street vendors &, traffic jams",Not found,"Aug 7, 2018, 06.14 AM IST"
3772,delhi_report_1940.txt,"comunity center,NN tower,Pitampura,pitampura,new delhi ",77.13238249999998,28.698976,signboard has blocked the pavement,Not found,"Aug 7, 2018, 06.13 AM IST"
3773,delhi_report_1941.txt,"Vinod Nagar,East delhi,Delhi ",77.3086902,28.622920500000006,"garbage lying on the main road, traffic jams",one year,"Aug 7, 2018, 06.12 AM IST"
3774,delhi_report_1942.txt,"C8, Vasant Kunj,C8 - C9 Main Road,New Delhi 110070. ",77.12703619999998,28.5460259,"electricity is being wasted, lights are on in daytime",Not found,"Aug 7, 2018, 06.05 AM IST"
3775,delhi_report_1943.txt,"42, A- 1 / 42, Ring Rd, Block A 1, Nauroji Nagar, Safdarjung Enclave, New Delhi, Delhi 110029, India ",77.19495719999998,28.5690925,pathetic condition,Not found,"Aug 7, 2018, 06.05 AM IST"
3776,delhi_report_1944.txt,"Area between Airport Authorities (wall erected) and Shahabad-Muhammad pur village ,southern side the village,South-West Delhi ",77.0701761,28.5563954,remains blocked,Not found,"Aug 7, 2018, 06.04 AM IST"
3777,delhi_report_1945.txt,"Vijay vihar phase 2 sector 4 ,street no 13,new delhi ",77.09819619999998,28.7136544,drivers not to stop,Not found,"Aug 7, 2018, 06.01 AM IST"
3778,delhi_report_1947.txt,"1, Krishan Kunj extn Part 1,Laxmi Nagar,Delhi -92 ",77.27463730000002,28.6406443,Garbage right,Not found,"Aug 5, 2018, 06.10 AM IST"
3779,delhi_report_1949.txt,"M-3, Block M, Kharera, Hauz Khas, New Delhi, Delhi 110016, India ",77.20568399999998,28.55323,condition of roads,20 years,"Aug 5, 2018, 06.08 AM IST"
3780,gurgaon_report_0.txt,"Samalkha, Old Delhi Gurgaon Road,old Delhi Gurgaon road,delhi ",77.0727677,28.5088048,"bus with its rear bumper dragging behind it, danger to traffic behind",Not found,"Jul 10, 2019, 06.18 AM IST"
3781,gurgaon_report_2.txt,"cyber city,cyber city,gurgaon ",77.088325,28.4936018,"on electricity doesn't mean their lights shouldn't be working, dangerous on the road",Not found,"Dec 19, 2018, 06.10 AM IST"
3782,gurgaon_report_3.txt,"IGI airport area,Gurgaon-Delhi Expressway,Delhi ",77.0999578,28.5561624,"modification of car numberplates, tinted windshield",Not found,"Dec 14, 2018, 06.12 AM IST"
3783,gurgaon_report_5.txt,"Near shop 36,Wazirabad village Market,Gurgaon ",77.07385440000002,28.4358094,Sewage,Not found,"Nov 20, 2018, 06.00 AM IST"
3784,gurgaon_report_6.txt,"Gurgaon delhi toll plaza,near radisson ,gurugram ",76.98195179999998,28.3955548,hours of traffic jams,Not found,"Oct 19, 2018, 06.00 AM IST"
3785,gurgaon_report_7.txt,"Dabri - Gurgaon Rd, Sector 10 Dwarka, Dwarka, New Delhi, Delhi 110075, India ",77.06140400000002,28.5815582,not caring,Not found,"Aug 30, 2018, 06.18 AM IST"
3786,gurgaon_report_8.txt,"361/3, Mehrauli-Gurgaon Rd, Gadaipur, Sultanpur, New Delhi, Delhi 110070, India ",77.162188,28.4962803,sitting on the floor,Not found,"Jul 22, 2018, 06.08 AM IST"
3787,gurgaon_report_9.txt,"hero hinda chowk,hero honda chowk,gurgaon ",77.02013840000002,28.4293272,street lights on even,Not found,"May 16, 2018, 06.01 AM IST"
3788,gurgaon_report_14.txt,"nh 8,jharsa road,gurgaon ",77.040841,28.449992,"part 1 left open, rates speak of the poshness of",Not found,"Apr 21, 2018, 06.13 AM IST"
3789,gurgaon_report_15.txt,"Flat 1406, Tower-2,Sushant Estate, Sector-52,Gurgaon ",77.0787052,28.4455525,bad planning,Not found,"Apr 21, 2018, 06.08 AM IST"
3790,gurgaon_report_16.txt,"Mg Road Gurgaon,Mg road opposite Sahara mall u turn,Gurgaon ",77.08666389999998,28.479679200000003,"message received, hole which is accident",Not found,"Apr 17, 2018, 06.09 AM IST"
